filename,code_line,line_number,is_comment,is_blank
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,/**,50,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Returns the second parameter of an invocation.,51,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,52,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,53,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     This additional answer could be used at stub time using the,54,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     <code>then|do|will{@link org.mockito.stubbing.Answer}</code> methods. For example :,55,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </p>,56,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,57,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">given(trader.apply(leesFormula, onCreditDefaultSwap)).will(returnsSecondArg());",58,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* doAnswer(returnsSecondArg()).when(trader).apply(leesFormula, onCreditDefaultSwap)</code></pre>",59,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,60,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param <T> Return type of the invocation.,61,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @return Answer that will return the second argument of the invocation.,62,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,63,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @since 1.9.5,64,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*/,65,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,public static <T> Answer<T> returnsSecondArg() {,66,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,return (Answer<T>) RETURNS_SECOND_ARGUMENT;,67,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},68,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,,69,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,/**,70,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Returns the last parameter of an invocation.,71,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,72,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,73,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     This additional answer could be used at stub time using the,74,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     <code>then|do|will{@link org.mockito.stubbing.Answer}</code> methods. For example :,75,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </p>,76,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,77,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">given(person.remember(dream1, dream2, dream3, dream4)).will(returnsLastArg());",78,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* doAnswer(returnsLastArg()).when(person).remember(dream1, dream2, dream3, dream4)</code></pre>",79,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,80,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param <T> Return type of the invocation.,81,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @return Answer that will return the last argument of the invocation.,82,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,83,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @since 1.9.5,84,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*/,85,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,public static <T> Answer<T> returnsLastArg() {,86,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,return (Answer<T>) RETURNS_LAST_ARGUMENT;,87,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},88,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,,89,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,/**,90,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Returns the parameter of an invocation at the given position.,91,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,92,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,93,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* This additional answer could be used at stub time using the,94,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <code>then|do|will{@link org.mockito.stubbing.Answer}</code> methods. For example :,95,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </p>,96,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,97,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">given(person.remember(dream1, dream2, dream3, dream4)).will(returnsArgAt(3));",98,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* doAnswer(returnsArgAt(3)).when(person).remember(dream1, dream2, dream3, dream4)</code></pre>",99,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,100,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param <T> Return type of the invocation.,101,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param position index of the argument from the list of arguments.,102,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @return Answer that will return the argument from the given position in the argument's list,103,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,104,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @since 1.9.5,105,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*/,106,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,public static <T> Answer<T> returnsArgAt(int position) {,107,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,return (Answer<T>) new ReturnsArgumentAt(position);,108,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},109,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,,110,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,/**,111,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* An answer that directly forwards the calls to the delegate. The delegate may or may not be of the same type as the mock.,112,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* If the type is different, a matching method needs to be found on delegate type otherwise an exception is thrown.",113,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,114,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Useful for spies or partial mocks of objects that are difficult to mock,115,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* or spy using the usual spy API. Possible use cases:,116,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <ul>,117,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     <li>Final classes but with an interface</li>,118,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     <li>Already custom proxied object</li>,119,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*     <li>Special objects with a finalize method, i.e. to avoid executing it 2 times</li>",120,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </ul>,121,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* For more details including the use cases reported by users take a look at,122,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <a link=""http://code.google.com/p/mockito/issues/detail?id=145"">issue 145</a>.",123,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,124,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* The difference with the regular spy:,125,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <ul>,126,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   <li>,127,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     The regular spy ({@link Mockito#spy(Object)}) contains <strong>all</strong> state from the spied instance,128,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     and the methods are invoked on the spy. The spied instance is only used at mock creation to copy the state from.,129,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*     If you call a method on a regular spy and it internally calls other methods on this spy, those calls are remembered",130,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*     for verifications, and they can be effectively stubbed.",131,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   </li>,132,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   <li>,133,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     The mock that delegates simply delegates all methods to the delegate.,134,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     The delegate is used all the time as methods are delegated onto it.,135,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*     If you call a method on a mock that delegates and it internally calls other methods on this mock,",136,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*     those calls are <strong>not</strong> remembered for verifications, stubbing does not have effect on them, too.",137,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*     Mock that delegates is less powerful than the regular spy but it is useful when the regular spy cannot be created.,138,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   </li>,139,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </ul>,140,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* An example with a final class that we want to delegate to:,141,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,142,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">",143,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   final class DontYouDareToMockMe implements list { ... },144,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,145,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   DontYouDareToMockMe awesomeList = new DontYouDareToMockMe();,146,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,147,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   List mock = mock(List.class, delegatesTo(awesomeList));",148,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </code></pre>,149,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,150,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,151,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* This feature suffers from the same drawback as the spy.,152,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* The mock will call the delegate if you use regular when().then() stubbing style.,153,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Since the real implementation is called this might have some side effects.,154,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Therefore you should to use the doReturn|Throw|Answer|CallRealMethod stubbing style. Example:,155,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,156,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">",157,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   List listWithDelegate = mock(List.class, AdditionalAnswers.delegatesTo(awesomeList));",158,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,159,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   //Impossible: real method is called so listWithDelegate.get(0) throws IndexOutOfBoundsException (the list is yet empty),160,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   when(listWithDelegate.get(0)).thenReturn(""foo"");",161,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,162,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   //You have to use doReturn() for stubbing,163,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   doReturn(""foo"").when(listWithDelegate).get(0);",164,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </code></pre>,165,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,166,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param delegate The delegate to forward calls to. It does not have to be of the same type as the mock (although it usually is).,167,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*                 The only requirement is that the instance should have compatible method signatures including the return values.,168,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*                 Only the methods that were actually executed on the mock need to be present on the delegate type.,169,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @return the answer,170,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,171,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @since 1.9.5,172,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*/,173,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,public static <T> Answer<T> delegatesTo(Object delegate) {,174,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,return (Answer<T>) new ForwardsInvocations(delegate);,175,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},176,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,,177,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,/**,178,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Returns elements of the collection. Keeps returning the last element forever.,179,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* Might be useful on occasion when you have a collection of elements to return.,180,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* <p>,181,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"* <pre class=""code""><code class=""java"">",182,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   //this:,183,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   when(mock.foo()).thenReturn(1, 2, 3);",184,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,185,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*   //is equivalent to:,186,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,"*   when(mock.foo()).thenAnswer(new ReturnsElementsOf(Arrays.asList(1, 2, 3)));",187,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* </code></pre>,188,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,189,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @param elements The collection of elements to return.,190,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @return the answer,191,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*,192,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,* @since 1.9.5,193,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,*/,194,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,public static <T> Answer<T> returnsElementsOf(Collection<?> elements) {,195,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,return (Answer<T>) new ReturnsElementsOf(elements);,196,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},197,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalAnswers.java,},198,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,,5,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,package org.mockito;,6,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,,7,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.ArrayEquals;,8,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.CompareEqual;,9,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.EqualsWithDelta;,10,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.Find;,11,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.GreaterOrEqual;,12,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.GreaterThan;,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.LessOrEqual;,14,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.matchers.LessThan;,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\AdditionalMatchers.java,import org.mockito.internal.progress.HandyReturnValues;,16,False,False
